86.673	1
86.673	4
86.673	4
1.0	29
86.673	1
98.912	2
111.151	3
74.434	0
74.434	0
98.912	1
86.673	3
98.912	3
1.0	29
74.434	2
74.434	4
74.434	4
98.912	3
74.434	3
74.434	2
86.673	1
