13.239	28
25.478	26
49.956	20
111.151	12
86.673	16
25.478	27
98.912	15
37.717	25
86.673	14
49.956	22
74.434	15
49.956	22
74.434	18
49.956	25
74.434	22
37.717	24
111.151	19
74.434	22
13.239	28
62.195	24
