32041 2
40050 3
48059 0
8014 8
32041 5
32041 2
32041 2
5 9
40050 0
24032 2
32041 4
64077 1
40050 0
40050 2
32041 0
8014 8
40050 2
8014 8
32041 2
56068 0
8014 0
8014 0
8014 0
8014 0
8014 0
8014 0
8014 0
8014 0
8014 0
8014 0
8014 0
8014 0
8014 0
8014 0
8014 0
8014 0
8014 0
8014 0
8014 0
8014 0
16019 0
16019 0
16019 0
16019 0
16019 0
16019 0
16019 0
16019 0
16019 0
16019 0
16019 0
16019 0
16019 0
16019 0
16019 0
16019 0
16019 0
16019 0
16019 0
16019 0
24028 0
24028 0
24028 0
24028 0
24028 0
24028 0
24028 0
24028 0
24028 0
24028 0
24028 0
24028 0
24028 0
24028 0
24028 0
24028 0
24028 0
24028 0
24028 0
24028 0
39628 0
39628 0
39628 0
39628 0
39628 0
39628 0
39628 0
39628 0
39628 0
39628 0
39628 0
39628 0
39628 0
39628 0
39628 0
39628 0
39628 0
39628 0
39628 0
39628 0
13210 0
13210 0
13210 0
13210 0
13210 0
13210 0
13210 0
13210 0
13210 0
13210 0
13210 0
13210 0
13210 0
13210 0
13210 0
13210 0
13210 0
13210 0
13210 0
13210 0
36628 0
36628 0
36628 0
36628 0
36628 0
36628 0
36628 0
36628 0
36628 0
36628 0
36628 0
36628 0
36628 0
36628 0
36628 0
36628 0
36628 0
36628 0
36628 0
36628 0
